,SN Name,Spectrum Phase,Spectrum Cardinality,SN Subtype,SN Maintype,SN Subtype ID,SN Maintype ID,SNR,S (SNR),N (SNR),Denoising Parameter,searchBlu,searchRed,minima_i,maxBlu,maxRed,noiseWindowBlu,noiseWindowRed,useBlu,useRed,Training Set,Imposed SNR,Measured SNR,Measured S (SNR),Measured N (SNR)
2878,sn2006jc,47.5,1,Ibn,Ib,5,1,32.346456065855655,0.2619105194913612,0.008097039099372288,6.4676191096578455,50.0,50.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,29.56509302833616,0.26551955324411364,0.008980846195533054
2902,sn1993j,31.6,1,IIb,Ib,6,1,24.536071125588354,0.39872258315192993,0.016250465737202208,8.391658417007802,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,33.000841850210485,0.39593807862215774,0.011997817522937899
2913,sn1996cb,3.6,1,IIb,Ib,6,1,16.72566084471936,0.1808142787621931,0.010810591009878091,6.561916294888745,500.0,0.0,,1.0,0.0,100.0,100.0,True,True,False,20.0,26.867740488233245,0.18313126652727793,0.006816027816238602
2924,sn1998fa,18.3,1,IIb,Ib,6,1,3.262370369010352,0.21339559920454462,0.06541121180832657,7.942032460133155,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,30.698409650548125,0.2134238115907738,0.006952275835141287
2927,sn2000h,-0.1,1,IIb,Ib,6,1,4.439701278514348,0.23422263951262795,0.05275639616704248,7.794086533745632,500.0,0.0,,1.0,0.0,100.0,100.0,True,True,False,20.0,32.788901216746716,0.22897578298219126,0.006983331996048815
2932,sn2000h,16.8,1,IIb,Ib,6,1,10.733127158531225,0.30860768439941944,0.028752821040988287,6.312103248596418,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,32.61243450073136,0.31104880657871464,0.009537736490409482
2946,sn2006el,9.82,1,IIb,Ib,6,1,8.053567960999663,0.19392445669061617,0.024079322063179677,5.541102345768189,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,33.340470361228974,0.1915377446960231,0.00574490229504257
2947,sn2006el,10.82,1,IIb,Ib,6,1,5.257457783904468,0.2050558865812536,0.03900285936846233,5.636677561434386,500.0,0.0,5.0,0.0,0.0,100.0,100.0,True,True,False,20.0,46.333560894571164,0.20103336157003768,0.004338828220595332
2948,sn2006el,11.82,1,IIb,Ib,6,1,8.131915676154435,0.21193716268739335,0.02606239060113053,5.736622492602372,500.0,0.0,3.0,0.0,0.0,100.0,100.0,True,True,False,20.0,34.48938888595376,0.2090343646777498,0.0060608312130135105
2949,sn2006el,12.82,1,IIb,Ib,6,1,9.355951140835737,0.2681808470520965,0.028664199183509285,10.0,500.0,0.0,3.0,0.0,0.0,100.0,100.0,True,True,False,20.0,17.313517935972012,0.26064794350900533,0.015054591705332247
2950,sn2006el,15.82,1,IIb,Ib,6,1,9.050463935057532,0.2027031141627149,0.022396986012786797,6.79181767122677,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,39.60350943128938,0.2026522751092749,0.005117028213392782
2951,sn2006el,16.82,1,IIb,Ib,6,1,3.3124168024091594,0.0949876876173648,0.02867624857725608,6.175315172467949,500.0,0.0,2.0,0.0,0.0,100.0,100.0,True,True,False,20.0,41.70505434082657,0.09588901481990825,0.002299218076453603
2981,sn2008bo,-3.2,1,IIb,Ib,6,1,10.6119248684556,0.31092384846569493,0.029299476986491806,14.999675271326815,500.0,0.0,,1.0,0.0,100.0,100.0,True,True,False,20.0,17.751788590160594,0.30111771563074585,0.016962669091138707
2982,sn2008bo,-1.2,1,IIb,Ib,6,1,11.812100693248464,0.28340539173072865,0.02399280188093189,9.999678199085503,500.0,0.0,,1.0,0.0,100.0,100.0,True,True,False,20.0,28.358800164383705,0.28192771690074864,0.009941454337508482
2986,sn2008bo,30.8,1,IIb,Ib,6,1,13.758381973952869,0.36057241093756515,0.026207472042874998,6.773996098723233,500.0,0.0,2.0,0.0,0.0,100.0,100.0,True,True,False,20.0,30.178920225271582,0.35750676641119566,0.011846241142578137
3030,sn2011ei,-4.0,1,IIb,Ib,6,1,19.109513562906628,0.3809970605639064,0.019937559337117702,10.0,500.0,0.0,,1.0,0.0,100.0,100.0,True,True,False,20.0,24.124204422892056,0.3803589457807513,0.015766693861200217
3032,sn2011ei,8.0,1,IIb,Ib,6,1,25.672724219128686,0.2825261100551243,0.01100491352782167,9.999671938529533,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,28.490204334317795,0.2712764632408629,0.009521745090262396
3056,sn2012p,-10.96,1,IIb,Ib,6,1,35.338792758572914,0.10898022645171467,0.0030838695366942584,4.315157299670468,500.0,0.0,,0.0,0.0,100.0,100.0,True,False,False,20.0,45.96032707997525,0.10870885171303493,0.002365275850275639
3058,sn2012p,-6.96,1,IIb,Ib,6,1,14.88846822007959,0.1482268573457773,0.009955816485262642,4.79748767641293,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,46.862458427743626,0.14521729992533242,0.00309879815949563
3060,sn2012p,1.04,1,IIb,Ib,6,1,15.574124142072717,0.22451701885151307,0.014416028587122378,5.2045950568633685,500.0,0.0,,0.0,0.0,100.0,100.0,True,False,False,20.0,31.1056335562036,0.22928758648280503,0.007371255951707716
3061,sn2012p,8.04,1,IIb,Ib,6,1,20.316962808023867,0.37397666054794093,0.018407114492538457,6.431085567955737,500.0,0.0,3.0,0.0,0.0,100.0,100.0,True,True,False,20.0,30.16535342515907,0.38647535130276395,0.012811895350791037
3063,sn2012p,29.61,1,IIb,Ib,6,1,3.959400301878816,0.2050744355587353,0.05179431730139115,6.219155316791546,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,34.110172712124836,0.20324717547751484,0.005958550171904242
3077,u2016gkg,-6.67,1,IIb,Ib,6,1,11.54708483135242,0.28417842648474656,0.024610404325873733,15.0,500.0,0.0,2.0,1.0,0.0,100.0,100.0,True,True,False,20.0,27.283318700130902,0.2814942296632504,0.010317448282488442
3080,u2016gkg,-0.7,1,IIb,Ib,6,1,20.73478264385132,0.29296835732131704,0.014129318949393167,8.758614515809558,500.0,500.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,30.185092089620284,0.29113842641159565,0.009645106450137653
3082,u2016gkg,1.36,1,IIb,Ib,6,1,8.97691301079042,0.17766799562604468,0.019791658381058654,6.984977511248896,500.0,500.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,30.101022224904703,0.17984819891921214,0.005974820309272122
3088,sn1990b,5.9,1,Ic-norm,Ic,7,2,7.481567715264644,0.3463251741659938,0.04629045506857961,6.3280004810898145,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,29.013665696621914,0.32517045341396594,0.011207492938468159
3089,sn1990b,6.0,1,Ic-norm,Ic,7,2,6.582236630058218,0.3132295728657334,0.04758710305784965,10.0,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,22.173590488581812,0.30477158718984254,0.01374480093094455
3159,sn2004fe,22.22,1,Ic-norm,Ic,7,2,10.261864117602975,0.2707133116434152,0.026380520005038807,6.306442532912904,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,27.810278959584288,0.26459114272623663,0.009514149178825489
3160,sn2004ge,12.2,1,Ic-norm,Ic,7,2,1.4411344621845275,0.10852356581128127,0.07530426109356725,6.101727785478371,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,24.932153907452875,0.10435557586672836,0.00418558205015467
3174,sn2005az,17.3,1,Ic-norm,Ic,7,2,9.39346526321305,0.2531863137831893,0.02695345186134073,5.614679218616028,500.0,0.0,2.0,0.0,0.0,100.0,100.0,True,False,False,20.0,46.78183718593567,0.24476453834875309,0.005232042028959441
3182,sn2005az,32.3,1,Ic-norm,Ic,7,2,6.713498360200798,0.27178811262734165,0.04048382796048119,6.075049746369609,500.0,0.0,2.0,0.0,0.0,100.0,100.0,True,True,False,20.0,33.068698201486264,0.26250882725854124,0.007938287309016079
3193,sn2007gr,7.0,1,Ic-norm,Ic,7,2,9.211806718269766,0.07513603282725678,0.008156492545402584,5.228611177111003,500.0,0.0,2.0,0.0,0.0,100.0,100.0,True,False,False,20.0,26.624043342480476,0.07525882772749524,0.002826724204111201
3196,sn2007gr,10.0,1,Ic-norm,Ic,7,2,13.836065012933117,0.12354422355586599,0.008929144481497038,5.22404923943063,500.0,0.0,2.0,0.0,0.0,100.0,100.0,True,True,False,20.0,36.18299181280717,0.1200338159777492,0.0033174099200736235
3197,sn2007gr,13.0,1,Ic-norm,Ic,7,2,19.77524968584833,0.18438939075587538,0.009324250954354782,5.959062679664711,500.0,0.0,2.0,0.0,0.0,100.0,100.0,True,True,False,20.0,33.60742789451195,0.1845508721770491,0.0054913715133548206
3198,sn2007gr,14.0,1,Ic-norm,Ic,7,2,21.40204403224123,0.2055497030464413,0.009604208959517595,6.132905658168255,500.0,0.0,2.0,0.0,0.0,100.0,100.0,True,True,False,20.0,30.590730860667385,0.20751279979694706,0.006783518862040678
3200,sn2007gr,16.0,1,Ic-norm,Ic,7,2,22.991792543288287,0.23651300102561273,0.010286844776470249,6.17095463667831,500.0,0.0,2.0,0.0,0.0,100.0,100.0,True,True,False,20.0,43.18968128371038,0.23434680074434755,0.005425990509282478
3209,sn2011bm,-7.6,1,Ic-norm,Ic,7,2,4.424405174758535,0.11037274665796691,0.024946346977363025,6.154873342075026,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,33.000274973598934,0.11311478028258407,0.00342769205326558
3211,sn2011bm,-0.9,1,Ic-norm,Ic,7,2,4.119732402322308,0.1585065860938274,0.03847497133660348,6.51344794758789,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,44.08515591510595,0.15673384143100763,0.0035552520610980117
3213,sn2011bm,16.4,1,Ic-norm,Ic,7,2,3.3172648825879634,0.07985281983563915,0.02407188532178413,5.761969381108685,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,32.094315040847576,0.0809534432738855,0.002522360834647917
3214,sn2011bm,49.8,1,Ic-norm,Ic,7,2,22.324682700787957,0.15447502216510484,0.006919472237769031,4.677330044196191,500.0,0.0,2.0,0.0,0.0,100.0,100.0,False,True,False,20.0,57.03117456969473,0.15291003677657242,0.002681165834831427
3224,u2013ge,-15.5,1,Ic-norm,Ic,7,2,6.543078803123761,0.0938510659797523,0.01434356345134441,4.2919813405724625,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,52.72712726299208,0.09473419227326157,0.0017966879136188643
3244,LSQ2014efd,3.93,1,Ic-norm,Ic,7,2,0.8372579736943766,0.05173888985097113,0.06179563703965073,6.266411153873074,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,41.21945285868569,0.05113615887783878,0.001240583155073672
3254,u2015dtg,-2.39,1,Ic-norm,Ic,7,2,0.7639522798681516,0.06804207805248946,0.0890658747222178,6.241810654656249,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,48.62452080552956,0.06762599650815095,0.001390779701019913
3361,sn2003jd,26.4,1,Ic-broad,Ic,8,2,4.1306726166538565,0.16092734981658502,0.038959115076746945,8.104121255911192,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,38.7350087707718,0.1589056228860833,0.004102377356526853
3432,PTF2010vgv,36.7,1,Ic-broad,Ic,8,2,2.978698294806225,0.16009834141160764,0.05374775340314304,7.452766186724195,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,43.57916406550713,0.16014554398595549,0.0036748190888936886
3440,sn2012ap,14.0,1,Ic-broad,Ic,8,2,19.992164044906644,0.3082500208036632,0.015418541990315216,10.0,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,23.538238362426647,0.30610100648589267,0.013004414424424902
3443,sn2013dx,-5.0,1,Ic-broad,Ic,8,2,0.7131441698669003,0.05935191501092872,0.08322568916465521,6.805284161510346,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,40.676770062545344,0.05874321828611031,0.0014441465779063988
3457,sn2013dx,23.0,1,Ic-broad,Ic,8,2,1.0096289251987518,0.0817440995396247,0.08096449844038775,8.209530267854783,500.0,0.0,2.0,1.0,0.0,100.0,100.0,True,True,False,20.0,36.58153993863714,0.0865246401806231,0.002365254178084407
3493,sn1999em,27.2,1,IIP,II,9,3,70.90772908263568,0.38682063762486785,0.005455267608049725,10.0,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,27.911202738406818,0.38187678223652466,0.013681846168207164
3494,sn1999em,32.5,1,IIP,II,9,3,70.52688300743412,0.3899786246494846,0.005529503191121853,7.0337631267421745,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,40.64183941537251,0.40599468252268384,0.009989574496697583
3495,sn1999em,34.3,1,IIP,II,9,3,60.63864956226122,0.3919992284305692,0.006464511186517781,6.92088340642597,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,30.194416704119313,0.39444933951159233,0.013063651580915589
3496,sn1999em,35.3,1,IIP,II,9,3,47.74398925622176,0.41400481156960406,0.008671349378616347,6.907968035987332,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,25.670035943304804,0.4011896360425111,0.015628713451301124
3497,sn1999em,37.3,1,IIP,II,9,3,23.579547235641765,0.3694849428796645,0.01566972169512941,7.641411339612161,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,33.5705369072941,0.35738194357423225,0.01064570234789964
3498,sn1999em,39.2,1,IIP,II,9,3,23.924519923388594,0.39500636794192556,0.016510524315924417,7.512594942540708,500.0,0.0,2.0,0.0,0.0,100.0,100.0,True,True,False,20.0,34.492287419209454,0.3808458074867039,0.01104147726875902
3504,sn1999gi,26.9,1,IIP,II,9,3,71.56176541533468,0.3791195036373003,0.005297794170349804,10.0,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,30.0293276608341,0.36629960749198615,0.012198062228670349
3522,sn2004et,33.1,1,IIP,II,9,3,88.24727535751235,0.36271233036635725,0.004110181633335608,10.0,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,25.748493560653223,0.35181931295373225,0.013663685299685036
3523,sn2004et,34.1,1,IIP,II,9,3,95.18863993427844,0.3682772459715972,0.003868920138220997,10.0,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,24.11177732956832,0.3623009508277263,0.015025891533239896
3524,sn2004et,34.5,1,IIP,II,9,3,72.43135491555547,0.3661477073558363,0.0050550995184711345,10.0,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,24.511187059177086,0.3566300289315603,0.014549684112423949
3525,sn2004et,35.1,1,IIP,II,9,3,71.95563397188062,0.3667692875625578,0.005097158725693206,10.0,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,35.48829281823359,0.35896034244601116,0.010114894629746188
3526,sn2004et,39.5,1,IIP,II,9,3,57.15090784597712,0.36092783686482893,0.006315347392862715,10.0,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,23.00585950456107,0.3615713265451727,0.015716488509089986
3527,sn2004et,42.0,1,IIP,II,9,3,63.018671849727625,0.38332060659015904,0.006082651305381578,6.646944452393938,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,38.772034987207476,0.3944177346016875,0.010172737508666298
3528,sn2004et,47.4,1,IIP,II,9,3,61.17749767188418,0.3790243839250972,0.006195486875876069,6.739638407639104,500.0,0.0,,0.0,0.0,100.0,100.0,True,True,False,20.0,35.69939725900607,0.3773273535199575,0.0105695721074049
3543,sn2005c,9.0,1,IIP,II,9,3,44.05169949529886,0.3485912428175662,0.00791323029103037,9.999653894642549,500.0,0.0,2.0,1.0,0.0,100.0,100.0,True,True,False,20.0,29.388291982659943,0.33658894530612926,0.01145316459713711
3545,sn2005c,9.8,1,IIP,II,9,3,70.27660722676002,0.349688814622857,0.004975892098696848,10.0,500.0,0.0,2.0,1.0,0.0,100.0,100.0,True,True,False,20.0,30.27196945852204,0.3387032334329566,0.011188675183391686
3546,sn2005c,10.0,1,IIP,II,9,3,40.64325392562458,0.3508500803066941,0.008632430881364343,9.999652148290728,500.0,0.0,2.0,1.0,0.0,100.0,100.0,True,True,False,20.0,29.817325747402066,0.3450536204478444,0.011572252433735051
3547,sn2005c,12.7,1,IIP,II,9,3,68.58946553646538,0.3415994746827903,0.004980348979409673,7.147699721295797,500.0,0.0,3.0,1.0,0.0,100.0,100.0,True,True,False,20.0,46.158883016556985,0.34153358511408133,0.007399086866802534
3550,sn2005c,26.0,1,IIP,II,9,3,19.46889660504553,0.37815072639081837,0.019423326039587546,6.069297411338885,500.0,0.0,3.0,1.0,0.0,100.0,100.0,True,True,False,20.0,50.872880138553356,0.37603477450885564,0.0073916549148528065
3551,sn2005c,27.0,1,IIP,II,9,3,20.048798276656864,0.38302953399126777,0.019104862481320647,6.333294785784298,500.0,0.0,3.0,1.0,0.0,100.0,100.0,True,True,False,20.0,34.25957880660847,0.36902399007393416,0.01077141059313758
3552,sn2005c,29.8,1,IIP,II,9,3,44.454463461135234,0.389225389925075,0.008755597517566695,5.987577022333555,500.0,0.0,3.0,0.0,0.0,100.0,100.0,True,True,False,20.0,44.80931404987465,0.3910221862939894,0.00872635956575379
3553,sn2005c,31.7,1,IIP,II,9,3,39.27305811484425,0.40228201530806984,0.010243205765430759,5.648189981760307,500.0,0.0,3.0,0.0,0.0,100.0,100.0,True,True,False,20.0,38.24799218107393,0.395846005644672,0.010349458444005501
3554,sn2005c,39.7,1,IIP,II,9,3,5.943744188308515,0.25306679742978344,0.042577000189135294,6.31721496572611,500.0,0.0,2.0,0.0,0.0,100.0,100.0,True,True,False,20.0,26.95600933955767,0.24390515252029796,0.0090482663604946
